x,y
0,42.65069683933574
0,37.16485568038829
0,30.5066257550032
0,49.25940757206185
0,48.93680446649773
0,36.105915457715554
0,43.02548321919758
0,33.659844024287274
0,36.58622982266545
0,38.20333552701238
0,36.03965736746859
0,37.23442186722946
0,38.65518814411341
0,38.19916688219001
0,45.519490912128134
0,46.21192043918495
0,34.9673687804231
0,40.313426627589564
0,35.99689978866925
0,32.499255022653664
0,33.12971738307522
0,42.11955727097425
0,38.0774425082381
0,44.96986502709059
0,38.26330129302336
0,40.51406766393396
0,45.21260696427923
0,39.73989398805843
0,38.98955307900342
0,37.10026065142144
0,49.489524984407
0,41.23573224967356
0,31.89345854165795
0,39.88624382117545
0,38.02755322164243
0,36.973329011839226
0,42.155487549924544
0,43.291880989130455
0,42.09858851281896
0,47.85120372435025
0,33.709172333627826
0,35.915527078900325
0,40.51187747968753
0,45.287120559773065
0,34.235991709748
0,42.92259260329565
0,48.50846304307936
0,41.91297297595129
0,41.38200804132403
0,42.92545403702608
0,42.50861869161989
0,47.86409322729273
0,37.63793446135121
0,30.347564318998643
0,40.69737477455538
0,44.199059942257385
0,38.29844126991428
0,36.923129879648016
0,33.89216946722073
0,25.199676721344126
0,38.15265459209355
0,46.08733376418815
0,38.03189437908646
0,33.60561125402064
0,35.20734574751424
0,39.31194873996164
0,45.52983417489019
0,43.97261149123437
0,40.38543793984991
0,49.64691346999412
0,44.42812798048184
0,41.83473490347695
0,41.60107031389688
0,29.02352793645511
0,36.56016622092411
0,38.360689865954114
0,41.99321289485961
0,34.38397815459573
0,42.16459028266283
0,38.40938467911033
0,39.470698419838826
0,38.782858512728
0,44.34717829221307
0,39.37139000158741
0,43.23422840047642
0,45.13377970987467
0,34.28384615213575
0,27.31445582630463
0,46.278337973809656
0,33.1101130098705
0,35.7088204107833
0,36.05935640839921
0,42.29569272221132
0,39.08729916414364
0,37.921808233614875
0,29.84409272401502
0,42.290962903720384
0,38.495783266808395
0,45.1280753869883
0,42.64387853967612
0,42.64339267032343
0,38.46676844965301
0,39.261380678267024
0,43.81930945537195
0,42.75371094215234
0,37.578462020332545
0,38.152861560245
0,41.9203973416986
0,46.27008134949509
0,40.10295153554264
0,40.37440875091563
0,39.48267091218441
0,37.77919253696681
0,42.91090933733508
0,45.549676915084795
0,42.44440556077731
0,36.59828968532679
0,29.921945222116634
0,44.41343845028767
0,37.41037044181792
0,40.174035855876554
0,33.11180112895083
0,46.76429602267053
0,55.60218493711139
0,37.346975801666005
0,40.97673362735041
0,41.54832378898163
0,46.64385545960763
0,34.13044536355469
0,38.22225945607187
0,46.717942599512
0,41.26924242119226
0,40.080942913774855
0,33.093899032449315
0,45.336264319660216
0,50.14659986813221
0,39.434124138449334
0,38.45261675721109
0,42.49273488334332
0,36.24794319687954
0,38.81682682086565
0,40.95761576718811
0,41.60183208091625
0,37.176867497750216
0,34.5853138118337
0,35.23947779026664
0,50.65656503200371
0,38.67230687737303
0,45.346502313334355
0,39.47048951439992
0,36.93475590128094
0,41.20752136396695
0,43.986897756169206
0,43.30183394252566
0,40.04601405449626
0,41.03955727550068
0,43.326987659875726
0,46.984814066753444
0,41.605776536265736
0,35.666287537139304
0,37.85283784839969
0,34.81583818355063
0,35.73220253021016
0,37.68709662532058
0,45.64608851175176
0,45.19055173928112
0,35.70297408576304
0,36.74179450273427
0,40.07830213637544
0,35.419692759127756
0,38.45870326151908
0,40.60786717954123
0,43.372074612170074
0,34.99975288574777
0,37.3522314669232
0,35.903035727777336
0,39.70524856506194
0,37.8622385400956
0,39.77378605969767
0,42.88648153184688
0,36.22926333847479
0,39.603470028377366
0,44.82366398434075
0,43.07000280251075
0,35.273206837965546
0,39.35133293017908
0,34.94384956710882
0,34.50901255064407
0,34.953851418034475
0,44.027971198485396
0,37.552368772870814
0,50.45184093177622
0,37.72085472318954
0,42.70293347259406
0,46.91673235685165
0,43.8524658109896
0,46.814388276536995
0,56.29338782893477
0,37.233436367838
0,35.98508236090276
0,41.23868030358807
0,38.62321681550486
0,36.58138125811571
0,36.89207291241639
0,44.29056920093724
0,36.72174676412073
0,41.88996622328335
0,37.39380956424408
0,44.43763090171924
0,28.10115010782913
0,41.94458198025009
0,36.55908142815549
0,47.849622976411204
0,44.847050850350854
0,47.53429671618045
0,39.478599315172055
0,35.69821236921907
0,42.007688682908544
0,45.150199794269625
0,31.81542893340027
0,43.47748089775848
0,43.763454150105765
0,43.280942382081506
0,38.829698046079734
0,41.576722229485846
0,41.27202046732692
0,48.34271608037386
0,37.8772985171243
0,40.29974707547495
0,47.96416385035927
0,36.758730042301636
0,40.974954455811485
0,42.221435370226835
0,40.8472009836253
0,33.5018843528444
0,42.54794136208314
0,42.38872710989993
0,37.21101706638536
0,29.635319280801088
0,39.93895411582426
0,35.12595603719867
0,34.85811352157104
0,45.75087887490486
0,40.88348972255957
0,37.32995601737138
0,38.166634573424616
0,46.98722078282755
0,36.3490968307346
0,36.12804702894347
0,32.540243282281224
0,40.99835425104929
0,29.984027924885105
0,32.95734659152042
0,39.58569185925202
0,34.044118056635384
0,37.59359999481162
0,44.58077120870865
0,42.925297687953304
0,36.430849991308236
0,33.29474587206156
0,45.54570935437286
0,44.027071658353144
0,40.1968421167796
0,35.84483041586852
0,32.345311904022054
0,37.35396573855168
0,37.270541063970526
0,46.362808015669934
0,39.50133626650884
0,39.82442969557996
0,45.512889090056426
0,42.19731451746237
0,44.03381462004046
0,40.219220192500664
0,39.302704567964525
0,35.73211639288901
0,42.39843940041071
0,41.792781052416814
0,46.90575582049617
0,37.393856350968505
0,41.28794304043341
0,38.99713005628544
0,47.89458986423929
0,46.688127441722465
0,37.480317415716264
0,44.38553388663227
0,44.08119616320708
0,36.945660420515395
0,37.82094605101073
0,37.478021875083904
0,46.15244114372327
0,38.95898418571709
0,36.62425779866838
0,35.80189726280948
0,38.86248265733093
0,39.10132487632148
0,44.60861394130768
0,49.899303958876274
0,40.95341929048737
0,37.31420221278333
0,40.88216088927274
0,37.01488704050406
0,42.58796520315813
0,49.611441930834935
0,43.092892169193846
0,35.30507981813584
0,28.510710309203393
0,31.767479629648715
0,39.03017738985246
0,39.953204886229535
0,36.97935494203274
0,49.05812322593877
0,40.51515564375299
0,37.44835693580566
0,39.33249449683536
0,27.387508506551818
0,42.483161265376324
0,35.38666926826426
0,45.016876662864924
0,46.526255188960434
0,37.22217421725841
0,38.342050761448846
0,33.80304149823483
0,48.645062871545974
0,41.04432172594331
0,42.45246336631784
0,36.42769256560014
0,33.57069730982893
0,39.85130193426845
0,32.54256118248644
0,40.373645698078334
0,44.726630951765564
0,32.7165510422806
0,37.83156354065611
0,42.08512746699371
0,45.4528343059597
0,37.484218005353206
0,33.08391412406036
0,44.84917884653723
0,35.91035642937631
0,35.64411762223815
0,46.06915762833664
0,34.39712805656586
0,37.07691786988166
0,49.064444285327525
0,36.845224958286984
0,36.99796748912879
0,41.243423702560136
0,45.25702746239087
0,42.43554052908512
0,32.224841175587045
0,41.86666249520392
0,42.0572695679401
0,45.525665023426406
0,44.33478245468868
0,35.10125985682745
0,50.04395418337827
0,34.57310331056489
0,33.273383318018276
0,36.61912647902458
0,36.95740252583838
0,29.99457540119727
0,46.30294315492527
0,41.03089892160213
0,38.84537710360692
0,35.5413661458023
0,45.742915172498215
0,39.06072366186133
0,38.65368117455818
0,36.198648490702155
0,36.500104625500676
0,35.333622895764705
0,27.316825696437544
0,32.97424120943499
0,36.6018868406435
0,46.63544172029871
0,45.09111604107071
0,43.4065464219272
0,35.55080326037415
0,41.44761358639414
0,32.92240616993698
0,43.39110077531073
0,46.325622798070015
0,42.044952460965646
0,40.024070667609806
0,33.88325663155072
0,43.63927930423622
0,37.1554877028944
0,40.07036006501239
0,46.243325489692026
0,43.526279489421064
0,42.92617403332994
0,39.448126859473895
0,34.09246731972506
0,40.804637205926014
0,48.992734990853215
0,39.03008065669378
0,41.131529034108695
0,45.53275474492402
0,41.77524708380495
0,37.2344435312312
0,41.821977849716376
0,35.17975121983418
0,51.22282641499058
0,39.53616047801051
0,40.83836604222624
0,43.02546081025693
0,35.020453625454685
0,37.21506544024415
0,35.581759215131314
0,36.706736917395034
0,44.81272324643579
0,40.25780049597944
0,34.99241293483018
0,41.064794959651095
0,40.64119477732787
0,48.53141799079482
0,51.72715962280142
0,47.03529165991505
0,40.07962125381682
0,31.663842924715034
0,38.22668329049169
0,39.66858119459421
0,33.796019359673835
0,40.828229559938734
0,42.44597961252998
0,37.8648929003506
0,42.61751196575516
0,38.99855719085901
0,42.79243264100564
0,44.104688795455885
0,42.54789964336978
0,42.00660172261797
0,44.47648324730095
0,41.37300363494897
0,37.753615008532066
0,42.84337128550458
0,43.926608113862976
0,37.83126165895014
0,43.091249893207326
0,33.54397785220194
0,51.68489533148135
0,36.152749212425555
0,38.13294044065139
0,31.935892022516647
0,28.480342730315044
0,41.2970625913185
0,42.101207626318306
0,41.69765182670017
0,38.92788698679989
0,31.08091559563932
0,39.308512587690274
0,39.07448644929904
0,39.430059655608176
0,41.99433273784283
0,40.677403253341325
0,40.1418199039883
0,40.8956734291263
0,43.46203045050781
0,39.8093838900787
0,41.666330635554544
0,45.28944927714062
0,36.33711556802946
0,29.548028432385905
0,39.94629057038058
0,44.205215692362884
0,40.662407675316175
0,45.11232506818488
0,39.9382225909501
0,28.622299584049422
0,39.16626489562695
0,46.04146627664145
0,43.1677374454883
0,41.77901336652211
0,36.289848442664415
0,37.2407842403136
0,42.63200521477755
0,42.714711859537466
0,34.38680842475244
0,35.1700589885266
0,44.92229829981543
0,30.617884639729724
0,35.17347570172248
0,35.16030110291026
0,40.19823924442798
0,31.145643637453638
0,38.05973233690895
0,45.67973481122907
0,43.66792979890521
0,34.57592127347449
0,37.142224511630275
0,39.71077432463619
0,42.419590519218744
0,48.06025321924263
0,47.20318609874758
0,44.44608710123859
0,42.28068960997085
0,40.63345949698467
0,42.4499555286953
0,37.52225444305906
0,46.92758275618287
0,35.62878105232901
0,38.922490733635854
0,42.62530427966593
0,45.75688823376535
0,40.634109129343194
0,42.13727239949582
0,45.09186466511275
0,39.669155902651276
0,42.98838109897375
0,45.23443534349734
0,34.99241057938029
0,36.259699787145756
0,40.7035690979194
0,51.091718649245266
0,36.99496949527299
0,37.431434177780034
0,42.272518007081324
0,41.35815091108588
0,39.03803785149464
0,43.997950481838906
0,41.67467223018097
0,38.17604345341603
0,36.84319000714984
0,42.3582625767958
0,41.14450700171819
0,37.8305130380043
0,38.40150984245787
0,45.56460039039047
0,43.78585059012427
0,46.44068538377622
0,46.75447489064975
0,44.53676629385103
0,38.024228664275576
0,37.57006602702704
0,37.8469806639977
0,38.48951631337245
0,41.229049426709516
0,47.89960934362076
0,45.0017945305149
0,43.790416508547736
0,35.91652902677022
0,36.78988556544516
0,38.276006485729575
0,37.54116222350392
0,31.993369580866016
0,34.809393642934424
0,40.838135888285656
0,47.34946940742421
0,31.610002119705705
0,42.38473138109917
0,38.22742089478561
0,36.469249004051115
0,32.12390055566077
0,40.372586078076196
0,39.860513400740736
0,35.27160754549812
0,43.08403368991014
0,36.38685774187826
0,38.759777109885825
0,36.56159806236691
0,40.997350093532106
0,34.102475404452576
0,40.99073398653361
0,36.06333544975477
0,38.47249537348106
0,41.17084896477128
0,34.952581258068236
0,45.03851620354996
0,37.84376986257722
0,42.026246943905164
0,47.86720146972113
0,36.09013310508556
0,35.350186443827496
0,50.0974000442507
0,43.8655550181782
0,38.243860849022646
0,41.18354960543694
0,38.32529533319234
0,43.02119062726203
0,24.0107137025016
0,44.689855391320485
0,42.062112649081286
0,34.767890403855226
0,34.71358590702209
0,37.05205906870646
0,29.29802343086774
0,41.8927665125039
0,38.603150971275014
0,39.6551150047014
0,41.27311577664541
0,32.77011520768739
0,37.63570603405802
0,37.23207901149055
0,38.280952922691846
0,43.876643524195266
0,39.88340089705623
0,41.25068836722583
0,37.32041724062926
0,38.24069511018669
0,40.10477267514301
0,40.51922031442756
0,29.695885316967683
0,50.5713062519061
0,37.13948574453113
0,40.54303017963102
0,31.288475554619055
0,40.92519578082942
0,37.07202928412532
0,42.38147345624028
0,41.744791672673074
0,37.076081297692355
0,35.44687918781805
0,39.71863587958316
0,36.01670173737049
0,41.56993685785054
0,37.71909141316075
0,44.69623588199417
0,48.20863709785492
0,39.65306502632824
0,39.989727988444635
0,34.92968938414756
0,35.60950988011001
0,37.83262710382835
0,38.05856636526494
0,38.46619283878709
0,38.399723950552705
0,33.63130089635653
0,31.600718255058762
0,35.33321197179052
0,25.965115206624265
0,38.40134988657723
0,39.3842675250731
0,37.75999564433966
0,38.58768029167194
0,40.421932154965205
0,47.35396742032432
0,39.329815601599606
0,41.06905146693336
0,32.5856930936233
0,40.5465263107633
0,31.83481377865452
0,41.893586822732345
0,44.31115063079745
0,36.72965637468448
0,43.06702326430156
0,36.33187409131673
0,44.33547193102994
0,42.506831208954424
0,34.00432969894247
0,38.18608510997738
0,46.563632952947515
0,39.67054970664422
0,46.76094045993885
0,39.10603974780286
0,35.83205415113905
0,43.72297903966802
0,35.21291631181212
0,37.99872944905956
0,47.60847132710742
0,28.597414073740406
0,44.49100736470108
0,34.81163972273465
0,39.26451257697859
0,36.44740636847482
0,36.36496218964025
0,46.44788755014336
0,41.019096277709345
0,34.937106586583674
0,32.72751938141493
0,29.106193105806533
0,43.70285596192642
0,44.7279171322851
0,41.18707538675442
0,38.511866192231395
0,32.96811717782106
0,44.64785206530282
0,45.649392539034665
0,35.82108372903451
0,41.72151054424239
0,44.44155019230345
0,45.64154096310282
0,41.34518667384918
0,38.17175725700261
0,37.92286179891215
0,43.10168351232004
0,42.4726327131304
0,44.6851612456643
0,42.310927069802844
0,46.48140822762189
0,40.24528308779611
0,38.978834439572445
0,33.81106202127881
0,41.472328883102165
0,45.86164696503096
0,43.018079671390026
0,43.580890179044
0,38.37325381489292
0,28.077903112450116
0,39.966865586664476
0,27.738576957250956
0,37.42967571139741
0,41.23857907476679
0,43.65952581105562
0,36.727845958025036
0,38.87359386530578
0,37.78687330730082
0,38.04468455323841
0,37.16991963996577
0,43.22120047586457
0,50.179521078767856
0,42.7871190227371
0,45.60506846934103
0,41.71594474090104
0,49.582019009787324
0,29.457633347199735
0,46.08887471731352
0,45.286532411940044
0,36.85093015895914
0,32.511770738424154
0,34.588660382785505
0,41.67308986057592
0,37.870058646404196
0,35.430650939490306
0,42.294395080611274
0,46.37967997600309
0,39.76641512565488
0,40.635705099150904
0,42.82833428126472
0,40.639149798908804
0,37.905292669144345
0,46.75109021443494
0,38.97781376748392
0,39.11447357882969
0,41.39220525401877
0,42.66305851037861
0,44.16240502899526
0,45.01394778348816
0,39.15403313778345
0,28.12655171971612
0,51.87582128143593
0,42.17705139548673
0,48.770136550548784
0,37.66609816992476
0,41.89561134881581
0,35.073390151008944
0,41.48594548122359
0,35.64143847795518
0,34.61346683280429
0,40.4102841316946
0,39.62374797692059
0,45.85179043132526
0,42.39139985809499
0,39.90406778904572
0,50.62056917904027
0,48.384184259141044
0,48.17030247937761
0,39.250059883684536
0,33.952341199053244
0,42.838615203776946
0,39.828585875944704
0,42.74424003135823
0,48.70673248539656
0,35.36763627640502
0,39.24925404576912
0,38.083382164157754
0,48.89592808292431
0,36.36396674430915
0,45.27136310359129
0,38.13899700002571
0,50.588099496854966
0,41.52951794095649
0,36.05165176706904
